	filenr	motherfile	asr_output	manual_transcription	manually_checked	duration	nr_words	wavfile_location	transcription_location
48	72	20140723	that's the key thing whel e you talking about more controls and more sanctions that's not necessarily the most a effective way of e dealing with underclared work the most effective way of doing that is of course to a strength and workas rights so that they are in a condition to aactually a a report employers that exploit them	that's the key thing whel e you talking about more controls and more sanctions that's not necessarily the most a effective way of e dealing with underclared work the most effective way of doing that is of course to a strength and workas rights so that they are in a condition to aactually a a report employers that exploit them	0	23.25	60	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20140723/072_20140723.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20140723/072_20140723.wav.pcm.txt
49	399	20140723	and as the gods this e first plea the court then expressed itself for the first time on the exclusivity clause and found that this provision of the elistmetri t may be interpreted in different ways and supported her interpretation which corresponds to the internal division of power of institution linking it to the directly to the legal basis is ue as well	and as the gods this e first plea the court then expressed itself for the first time on the exclusivity clause and found that this provision of the elistmetri t may be interpreted in different ways and supported her interpretation which corresponds to the internal division of power of institution linking it to the directly to the legal basis is ue as well	0	21.45	63	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20140723/399_20140723.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20140723/399_20140723.wav.pcm.txt
50	288	2014090301	but otherwise the sensitive it in in if this ecessive information s eleted how how can you wer maintain at fight against sorism that  that's a difficult balance to strike here we need to address how we can retain a proper palents i had also	but otherwise the sensitive it in in if this ecessive information s eleted how how can you wer maintain at fight against sorism that  that's a difficult balance to strike here we need to address how we can retain a proper palents i had also	0	21.45	46	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2014090301/288_2014090301.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2014090301/288_2014090301.wav.pcm.txt
51	289	2014090301	be glad to know what information can be shared with third countries and which third countries are be talking about the europinunion would have some bearing would it on that exchange of informatonwith hir countiss or would they not and what about the follow up	be glad to know what information can be shared with third countries and which third countries are be talking about the europinunion would have some bearing would it on that exchange of informatonwith hir countiss or would they not and what about the follow up	0	20.65	45	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2014090301/289_2014090301.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2014090301/289_2014090301.wav.pcm.txt
52	290	2014090301	are those third countries also bound by the determs of the agreement with australia in terms of the comde chat information how can the follow up on that	are those third countries also bound by the determs of the agreement with australia in terms of the comde chat information how can the follow up on that	0	17.35	28	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2014090301/290_2014090301.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2014090301/290_2014090301.wav.pcm.txt
53	291	2014090301	if there's no former agreement o such with those third countries we have an an agreement with australia but how in practice would that access of t third countries work out and then in practice if the u carries out checks on and australia i mean to to do they mito what we are doing as well to  jus work the same way e better actionly	if there's no former agreement o such with those third countries we have an an agreement with australia but how in practice would that access of t third countries work out and then in practice if the u carries out checks on and australia i mean to to do they mito what we are doing as well to  jus work the same way e better actionly	0	29.75	67	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2014090301/291_2014090301.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2014090301/291_2014090301.wav.pcm.txt
54	292	2014090301	we ive mormelenapisinal porespected with te swift yes i'll be brief madam i a believe er tha ter a the this agreement is of essential importance r for conclusion of further agreements that's why the shortcomings and a the non respect or for the guarantees et cetera is a fundamental issue to be addresse i 'd like to e	we ive mormelenapisinal porespected with te swift yes i'll be brief madam i a believe er tha ter a the this agreement is of essential importance r for conclusion of further agreements that's why the shortcomings and a the non respect or for the guarantees et cetera is a fundamental issue to be addresse i 'd like to e	0	28.85	59	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2014090301/292_2014090301.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2014090301/292_2014090301.wav.pcm.txt
55	293	2014090301	have clarification on a sharing with e aterd countries i think that's been insufficiently addressed so far you dank o wosit nde thank you madam	have clarification on a sharing with e aterd countries i think that's been insufficiently addressed so far you dank o wosit nde thank you madam	0	16.35	25	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2014090301/293_2014090301.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2014090301/293_2014090301.wav.pcm.txt
56	294	2014090301	well i do get the impression that tet during this legistive period we talk we are going to be talking a lot more about security because a would this agreement with australia the world has not e been improved	well i do get the impression that tet during this legistive period we talk we are going to be talking a lot more about security because a would this agreement with australia the world has not e been improved	0	18.25	39	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2014090301/294_2014090301.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2014090301/294_2014090301.wav.pcm.txt
57	295	2014090301	so if we wish to combat terism and serious crime then we won't be able to avoid having anaan analysis of data of course the question is how far can we go proportionality as of when d we cross the line	so if we wish to combat terism and serious crime then we won't be able to avoid having anaan analysis of data of course the question is how far can we go proportionality as of when d we cross the line	0	18.05	41	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2014090301/295_2014090301.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2014090301/295_2014090301.wav.pcm.txt
